movieId,percentage
1,0.3588267999104648
2,0.16060739531961904
3,0.09195410598369592
4,0.019899922739777462
5,0.0878094921764999
6,0.17256467835919506
7,0.09358595741301004
8,0.010217122887077325
9,0.028593502920725235
10,0.20943296773122108
11,0.13114020203187166
12,0.0277631360429769
13,0.010549269638176659
14,0.043482342067830144
15,0.021011892297805666
16,0.1255947954048219
17,0.14922775880369404
18,0.03756868578195288
19,0.15118453640256185
20,0.02948885503238431
21,0.17413154455459842
22,0.07168593358509094
23,0.030687471568960165
24,0.05755525550027799
25,0.15562519405312905
26,0.019892702158231825
27,0.01185619489793708
28,0.02277371419494126
29,0.06151935476883308
30,0.009249564959961876
31,0.06812618688309156
32,0.3247817579227831
33,0.0004693378004664496
34,0.23289985775454355
35,0.010780328247637064
36,0.1502530813831746
37,0.0006137494313792033
38,0.003985761013192002
39,0.18956914789917179
40,0.006397435249434989
41,0.03385730686749511
42,0.01781317467308817
43,0.018426924104467373
44,0.07723856079368632
45,0.06450145494718144
46,0.023141963853768783
47,0.3122829312672843
48,0.09419970684438925
49,0.0017040572447704937
50,0.33941065613424504
51,0.00019495570173221752
52,0.06729582000534323
53,0.0010830872318456529
54,0.006902875957629628
55,0.006780126071353787
56,0.000505440708194638
57,0.017610998389810315
58,0.08339049627056963
59,0.0013791310752167979
60,0.04558353129761071
61,0.01647014650559956
62,0.139942090936004
63,0.01685283732751836
64,0.015062133104200213
65,0.0351209086379817
66,0.01711999884470695
67,0.0012274988627584066
68,0.008939079953499456
69,0.030961853667694397
70,0.09178803260814626
71,0.009350653101600803
72,0.008881315301134353
73,0.02133681846735936
74,0.02537312355137083
75,0.004029084502465829
76,0.024405565624255377
77,0.0015957485215859284
78,0.008852432974951802
79,0.03996591885510459
80,0.004151834388741669
81,0.023170846179951333
82,0.018325835962828448
83,0.0042890254381087855
84,0.0011408518842107543
85,0.01959665831486068
86,0.03110626529860715
87,0.007047287588542381
88,0.0351209086379817
89,0.023445228278685566
90,0.0015452044507664646
92,0.01662899929960359
93,0.01419566331872369
94,0.029098943628919873
95,0.1596037344847754
96,0.003487540886543002
97,0.014174001574086777
98,0.0005848671051966526
99,0.00524214220213296
100,0.029712693060299077
101,0.031034059483150772
102,0.01438339843891027
103,0.008180918891207497
104,0.12935671839009913
105,0.06946199446903453
106,0.0009675579271154499
107,0.04603842793498589
108,0.0009025726932047107
109,0.00011552930473020297
110,0.3882434491273927
111,0.17676705681875618
112,0.08585271457763208
113,0.00786321330319944
114,0.0017834836417725084
115,0.00027438209873423204
116,0.006852331886810164
117,0.009126815073686035
118,0.008202580635844411
119,0.001906233528048349
120,0.0010614254872087399
121,0.006043626753698743
122,0.02807362104943932
123,0.016672322788877415
124,0.0023033655130584216
125,0.02540200587755338
126,0.009935520206797456
127,0.0002960438433711451
128,0.0005415436159228264
129,0.0013719104936711602
130,0.00028160268027986975
131,0.001400792819853711
132,0.015329294621388807
133,0.00013719104936711602
134,0.0002599409356429567
135,0.04552576664524561
136,0.0007364993176550439
137,0.001631851429314117
138,0.0009892196717523629
139,0.0002960438433711451
140,0.03663001018101998
141,0.15899720563494185
142,0.0002960438433711451
143,0.0001010881416389276
144,0.03252871986309777
145,0.08646646400901128
146,0.004187937296469857
147,0.02973435480493599
148,0.002577747611792654
149,0.007877654466290716
150,0.3449777245059317
151,0.09109485677976505
152,0.004700598586210134
153,0.2373188536604738
154,0.021733950452369435
155,0.009213462052233687
156,0.012007827110395471
