min support - 0.05 
min confidence - 0.8 
max length - 3.0
{1089} -> {296} (conf: 0.857, supp: 0.145, lift: 2.146, conv: 4.203)
{1374} -> {1196} (conf: 0.815, supp: 0.062, lift: 2.940, conv: 3.903)
{1196} -> {260} (conf: 0.835, supp: 0.231, lift: 2.536, conv: 4.068)
{1291} -> {1198} (conf: 0.846, supp: 0.156, lift: 3.087, conv: 4.727)
{2115} -> {1198} (conf: 0.836, supp: 0.089, lift: 3.047, conv: 4.413)
{1210} -> {260} (conf: 0.822, supp: 0.218, lift: 2.496, conv: 3.773)
{1221} -> {858} (conf: 0.913, supp: 0.157, lift: 3.439, conv: 8.466)
{2011} -> {1270} (conf: 0.870, supp: 0.070, lift: 3.768, conv: 5.929)
{2012} -> {1270} (conf: 0.820, supp: 0.057, lift: 3.551, conv: 4.274)
{1374} -> {260} (conf: 0.815, supp: 0.062, lift: 2.474, conv: 3.623)
{1729} -> {296} (conf: 0.879, supp: 0.051, lift: 2.199, conv: 4.943)
{1748} -> {2571} (conf: 0.812, supp: 0.051, lift: 2.551, conv: 3.621)
{2916} -> {2571} (conf: 0.811, supp: 0.077, lift: 2.548, conv: 3.602)
{32587} -> {2571} (conf: 0.813, supp: 0.073, lift: 2.554, conv: 3.639)
{3527} -> {2571} (conf: 0.826, supp: 0.058, lift: 2.596, conv: 3.916)
{44191} -> {2571} (conf: 0.812, supp: 0.069, lift: 2.553, conv: 3.629)
{6333} -> {2571} (conf: 0.814, supp: 0.069, lift: 2.559, conv: 3.667)
{6365} -> {2571} (conf: 0.913, supp: 0.063, lift: 2.869, conv: 7.827)
{3160} -> {2858} (conf: 0.809, supp: 0.052, lift: 2.914, conv: 3.775)
{288} -> {296} (conf: 0.848, supp: 0.068, lift: 2.124, conv: 3.959)
{32587} -> {2959} (conf: 0.813, supp: 0.073, lift: 3.201, conv: 3.987)
{4011} -> {2959} (conf: 0.806, supp: 0.087, lift: 3.172, conv: 3.838)
{32587} -> {296} (conf: 0.815, supp: 0.073, lift: 2.040, conv: 3.240)
{4262} -> {296} (conf: 0.826, supp: 0.051, lift: 2.068, conv: 3.450)
{555} -> {296} (conf: 0.842, supp: 0.065, lift: 2.107, conv: 3.791)
{55820} -> {296} (conf: 0.816, supp: 0.051, lift: 2.042, conv: 3.260)
{7438} -> {296} (conf: 0.813, supp: 0.088, lift: 2.036, conv: 3.215)
{8360} -> {4306} (conf: 0.872, supp: 0.064, lift: 4.801, conv: 6.389)
{5952} -> {4993} (conf: 0.875, supp: 0.182, lift: 3.793, conv: 6.170)
{7153} -> {4993} (conf: 0.877, supp: 0.172, lift: 3.800, conv: 6.260)
{8665} -> {5418} (conf: 0.848, supp: 0.067, lift: 7.107, conv: 5.784)
{7153} -> {5952} (conf: 0.854, supp: 0.167, lift: 4.095, conv: 5.406)
{5952} -> {7153} (conf: 0.803, supp: 0.167, lift: 4.095, conv: 4.082)
{7438} -> {6874} (conf: 0.878, supp: 0.095, lift: 6.890, conv: 7.168)
{1, 1036} -> {1198} (conf: 0.813, supp: 0.070, lift: 2.964, conv: 3.878)
{1, 1089} -> {296} (conf: 0.909, supp: 0.066, lift: 2.276, conv: 6.613)
{1, 1200} -> {1196} (conf: 0.836, supp: 0.062, lift: 3.017, conv: 4.413)
{1, 1210} -> {1196} (conf: 0.815, supp: 0.103, lift: 2.940, conv: 3.907)
{1, 1196} -> {1210} (conf: 0.820, supp: 0.103, lift: 3.097, conv: 4.091)
{1, 1214} -> {1196} (conf: 0.805, supp: 0.066, lift: 2.903, conv: 3.701)
{1, 1291} -> {1196} (conf: 0.826, supp: 0.078, lift: 2.979, conv: 4.150)
{1, 1196} -> {260} (conf: 0.894, supp: 0.113, lift: 2.714, conv: 6.317)
{1196, 3114} -> {1} (conf: 0.848, supp: 0.062, lift: 3.129, conv: 4.797)
{1, 1200} -> {1198} (conf: 0.824, supp: 0.061, lift: 3.005, conv: 4.127)
{1, 1214} -> {1198} (conf: 0.806, supp: 0.066, lift: 2.938, conv: 3.738)
{1, 1240} -> {1198} (conf: 0.804, supp: 0.073, lift: 2.933, conv: 3.708)
{1, 1291} -> {1198} (conf: 0.906, supp: 0.086, lift: 3.304, conv: 7.719)
{1, 2115} -> {1198} (conf: 0.909, supp: 0.052, lift: 3.313, conv: 7.935)
{1198, 3114} -> {1} (conf: 0.852, supp: 0.062, lift: 3.142, conv: 4.909)
{1, 1200} -> {1214} (conf: 0.828, supp: 0.061, lift: 4.533, conv: 4.748)
{1, 1200} -> {260} (conf: 0.834, supp: 0.061, lift: 2.533, conv: 4.043)
{1, 1210} -> {260} (conf: 0.891, supp: 0.113, lift: 2.705, conv: 6.152)
{1210, 3114} -> {1} (conf: 0.853, supp: 0.057, lift: 3.149, conv: 4.970)
{1, 1213} -> {296} (conf: 0.857, supp: 0.059, lift: 2.146, conv: 4.208)
{1, 1213} -> {318} (conf: 0.811, supp: 0.056, lift: 1.929, conv: 3.070)
{1, 1213} -> {593} (conf: 0.800, supp: 0.055, lift: 2.049, conv: 3.050)
{1, 1214} -> {260} (conf: 0.821, supp: 0.067, lift: 2.492, conv: 3.742)
{1, 1221} -> {296} (conf: 0.804, supp: 0.052, lift: 2.012, conv: 3.060)
{1, 1221} -> {858} (conf: 0.955, supp: 0.062, lift: 3.595, conv: 16.167)
{1, 1240} -> {260} (conf: 0.800, supp: 0.072, lift: 2.430, conv: 3.357)
{1, 1240} -> {589} (conf: 0.812, supp: 0.074, lift: 2.862, conv: 3.817)
{1265, 3114} -> {1} (conf: 0.883, supp: 0.050, lift: 3.259, conv: 6.234)
{1270, 3114} -> {1} (conf: 0.874, supp: 0.061, lift: 3.225, conv: 5.788)
{1, 1291} -> {260} (conf: 0.826, supp: 0.078, lift: 2.507, conv: 3.849)
{1291, 3114} -> {1} (conf: 0.885, supp: 0.050, lift: 3.267, conv: 6.350)
{1, 1527} -> {2571} (conf: 0.840, supp: 0.057, lift: 2.641, conv: 4.269)
